0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0
0,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,1,1,1,1
1,1,1,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,2,1
1,2,2,3,3,3,3,3,3,2,2,2
2,2,3,3,3,4,4,3,3,3,2,2
2,3,3,4,4,4,4,4,4,3,3,2
2,3,4,4,5,5,5,5,4,4,3,3
3,4,4,5,5,6,6,6,5,5,4,3
3,4,5,6,6,7,7,7,6,5,5,4
4,5,6,7,7,8,8,8,7,6,5,4
5,6,7,8,9,9,9,9,8,7,6,5
5,7,8,9,10,10,10,10,9,8,7,6
6,8,9,10,11,12,12,12,11,10,8,7
7,9,10,12,13,13,14,13,12,11,9,8
8,10,12,13,15,15,15,15,14,12,11,9
9,11,13,15,17,17,17,17,16,14,12,10
10,13,15,17,19,20,20,19,18,16,14,11
12,14,17,19,21,22,22,21,20,18,15,13
13,16,19,22,24,25,25,24,22,20,17,14
15,18,21,24,26,28,28,27,25,23,19,16
17,20,24,27,29,31,31,30,28,25,22,18
19,23,27,30,33,34,34,33,31,28,24,20
21,25,29,33,36,38,38,37,35,31,27,22
23,28,33,37,40,42,42,41,38,34,30,25
25,31,36,40,44,46,46,45,42,38,33,27
28,34,39,44,48,50,51,49,46,42,36,30
30,37,43,49,53,55,56,54,51,46,40,33
33,40,47,53,58,60,61,59,56,50,43,36
36,44,52,58,63,66,66,65,61,55,47,39
40,48,56,63,68,71,72,70,66,60,52,43
43,52,61,68,74,77,78,76,72,65,56,46
47,56,66,74,80,84,85,83,78,70,61,50
50,61,71,79,86,90,91,89,84,76,66,55
54,65,76,85,93,97,98,96,90,82,71,59
58,70,82,92,99,104,105,103,97,88,76,63
62,75,87,98,106,111,113,110,104,94,82,68
67,80,93,104,113,119,120,118,111,101,88,73
71,85,99,111,120,126,128,125,119,108,94,78
75,91,105,118,128,134,136,133,126,115,100,83
80,96,111,125,135,142,144,141,134,122,106,88
85,102,118,132,143,150,152,150,142,129,113,94
89,107,124,139,150,158,161,158,150,136,119,99
94,113,130,146,158,166,169,166,158,144,126,105
99,118,137,153,166,174,177,175,166,152,132,110
103,124,143,160,173,182,186,183,174,159,139,116
108,129,149,167,181,190,194,191,182,167,146,122
113,135,155,174,188,198,202,200,190,174,152,127
117,140,161,180,195,206,210,208,198,181,159,133
122,145,167,187,202,213,218,216,206,189,166,138
126,150,173,193,209,220,225,223,213,196,172,144
130,155,179,199,216,227,232,230,221,203,178,149
134,160,184,205,222,234,239,237,227,209,184,154
138,164,189,210,228,240,246,244,234,215,189,158
142,169,193,215,233,246,252,250,240,221,195,163
146,173,198,220,238,251,255,255,246,227,199,167
149,176,202,224,243,255,255,255,251,232,204,171
152,180,205,228,247,255,255,255,255,236,208,174
155,183,209,232,251,255,255,255,255,240,211,177
157,185,212,235,254,255,255,255,255,243,214,180
159,188,214,237,255,255,255,255,255,246,217,182
161,190,216,239,255,255,255,255,255,248,219,183
163,191,218,241,255,255,255,255,255,250,220,184
164,192,219,242,255,255,255,255,255,250,221,185
165,193,219,242,255,255,255,255,255,250,221,185
165,194,219,242,255,255,255,255,255,250,221,184
165,194,219,241,255,255,255,255,255,249,219,183
165,193,218,240,255,255,255,255,255,247,218,182
165,192,217,239,255,255,255,255,255,244,215,180
164,191,216,237,253,255,255,255,255,241,212,177
163,190,214,234,250,255,255,255,255,237,209,174
162,188,211,231,247,255,255,255,251,232,205,171
160,185,208,227,242,253,255,255,246,227,200,167
158,183,205,224,238,248,252,250,240,222,195,163
155,180,201,219,233,242,246,244,234,216,190,158
153,177,197,214,227,236,240,237,227,209,184,153
150,173,193,209,222,230,233,230,220,202,177,148
147,169,189,204,216,223,225,222,212,195,171,142
144,165,184,198,209,216,218,214,204,187,164,136
140,161,179,193,203,208,210,206,196,180,157,130
136,156,173,186,196,201,202,198,188,172,150,124
132,152,168,180,189,193,194,189,179,164,143,118
128,147,162,174,181,185,185,181,171,156,135,112
124,142,156,167,174,177,177,172,162,147,128,106
120,137,150,160,167,169,168,163,154,139,121,99
115,131,144,154,159,161,160,155,145,131,114,93
111,126,138,147,152,154,152,146,137,123,107,87
106,121,132,140,145,146,143,138,128,116,100,82
102,115,126,134,137,138,135,130,120,108,93,76
97,110,120,127,130,130,127,121,113,101,86,70
92,105,114,120,123,123,120,114,105,94,80,65
88,99,108,114,116,115,112,106,98,87,74,60
83,94,102,107,109,108,105,99,91,80,68,55
79,89,97,101,103,101,98,92,84,74,63,51
75,84,91,95,96,95,91,85,77,68,57,46
70,79,86,89,90,88,85,79,71,62,53,42
66,74,80,84,84,82,78,73,66,57,48,38
62,70,75,78,78,76,72,67,60,52,44,35
58,65,70,73,73,71,67,62,55,48,39,31
54,61,65,68,68,65,62,56,50,43,36,28
50,57,61,63,63,60,57,52,46,39,32,25
47,53,56,58,58,56,52,47,42,35,29,23
43,49,52,54,53,51,48,43,38,32,26,20
40,45,48,49,49,47,43,39,34,29,23,18
37,41,44,46,45,43,40,35,31,26,21,16
34,38,41,42,41,39,36,32,28,23,19,14
31,35,37,38,38,36,33,29,25,21,17,13
29,32,34,35,34,32,30,26,22,18,15,11
26,29,31,32,31,29,27,24,20,16,13,10
24,27,28,29,28,27,24,21,18,15,11,9
22,24,26,26,26,24,22,19,16,13,10,8
20,22,23,24,23,22,19,17,14,11,9,7
